Info,Nome,Sesso,Categoria,Sotto_categoria,Colore,Prezzo_finale,Prezzo_originale,Sconto,Azienda
Mocassino D9S Abrasivato Nero,D9S,donna,scarpe-basse,mocassino,Nero,89.9,89.9,0.0,Duelune
Mocassino D9S Bordeaux,D9S,donna,scarpe-basse,mocassino,Bordeaux,89.9,89.9,0.0,Duelune
Mocassino D10S Nabuck Beige Verde,D10S,donna,scarpe-basse,mocassino,Verde,99.9,99.9,0.0,Duelune
Mocassino con moschettone D10 Vernice Nero,con,donna,scarpe-basse,mocassino,Nero,99.9,99.9,0.0,Duelune
Mocassino D890B Verde,D890B,donna,scarpe-basse,mocassino,Verde,62.9,89.9,30.0,Duelune
Mocassino Penny A7 Vernice Nero,Penny,donna,scarpe-basse,mocassino,Nero,79.9,79.9,0.0,Duelune
Mocassino Penny A7 Nero,Penny,donna,scarpe-basse,mocassino,Nero,79.9,79.9,0.0,Duelune
Mocassino Penny A7 Bianco,Penny,donna,scarpe-basse,mocassino,Bianco,79.9,79.9,0.0,Duelune
Mocassino Penny A7 Ocra,Penny,donna,scarpe-basse,mocassino,Ocra,79.9,79.9,0.0,Duelune
Mocassino Penny A7 Rosa,Penny,donna,scarpe-basse,mocassino,Rosa,79.9,79.9,0.0,Duelune
Ballerina Mocassino D890 Suede Cuoio,Mocassino,donna,scarpe-basse,ballerina,Cuoio,63.9,79.9,20.0,Duelune
Mocassino Penny A7 Nabuck Cuoio,Penny,donna,scarpe-basse,mocassino,Cuoio,79.9,79.9,0.0,Duelune
Mocassino Penny A7 Bordeaux,Penny,donna,scarpe-basse,mocassino,Bordeaux,79.9,79.9,0.0,Duelune
Ballerina Mocassino D890 Nero,Mocassino,donna,scarpe-basse,ballerina,Nero,63.9,79.9,20.0,Duelune
Sneakers Mocassino FLYNN Camoscio Blu,Mocassino,uomo,sneakers,sneakers,Blu,40.0,84.9,53.0,Duelune
Sneakers Mocassino FLYNN Camoscio Tabacco,Mocassino,uomo,sneakers,sneakers,Tabacco,40.0,84.9,53.0,Duelune
Sneakers COLIN Nero Verde,COLIN,uomo,sneakers,sneakers,Verde,84.9,84.9,0.0,Duelune
Sneakers CONNOR Bianco Blu,CONNOR,uomo,sneakers,sneakers,Blu,94.9,94.9,0.0,Duelune
Sneakers BILL Verdone,BILL,uomo,sneakers,sneakers,Verdone,99.9,99.9,0.0,Duelune
Sneakers BILL Cuoio,BILL,uomo,sneakers,sneakers,Cuoio,99.9,99.9,0.0,Duelune
Sneakers BILL Nero con Suola Nera,BILL,uomo,sneakers,sneakers,Nera,99.9,99.9,0.0,Duelune
Sneakers BILL Blu,BILL,uomo,sneakers,sneakers,Blu,99.9,99.9,0.0,Duelune
Sneakers BILL Spazzolato Grigio,BILL,uomo,sneakers,sneakers,Grigio,99.9,99.9,0.0,Duelune
Sneakers BILL Nero,BILL,uomo,sneakers,sneakers,Nero,99.9,99.9,0.0,Duelune
Sneakers CONNOR Nabuck Blu,CONNOR,uomo,sneakers,sneakers,Blu,94.9,94.9,0.0,Duelune
Sneakers CONNOR Bianco Bordeaux Giallo,CONNOR,uomo,sneakers,sneakers,Giallo,94.9,94.9,0.0,Duelune
Sneakers BRUCE Sabbia,BRUCE,uomo,sneakers,sneakers,Sabbia,94.9,94.9,0.0,Duelune
Sneakers BRUCE Bianco Cuoio,BRUCE,uomo,sneakers,sneakers,Cuoio,94.9,94.9,0.0,Duelune
Sneakers BRUCE Verde,BRUCE,uomo,sneakers,sneakers,Verde,94.9,94.9,0.0,Duelune
Sneakers BRUCE Grigio Blu,BRUCE,uomo,sneakers,sneakers,Blu,94.9,94.9,0.0,Duelune
Sneakers BRUCE Testa di Moro,BRUCE,uomo,sneakers,sneakers,Moro,94.9,94.9,0.0,Duelune
Sneakers NICK Bianco,NICK,uomo,sneakers,sneakers,Bianco,99.9,99.9,0.0,Duelune
Sneakers NICK Cuoio,NICK,uomo,sneakers,sneakers,Cuoio,99.9,99.9,0.0,Duelune
Sneakers CHAD con cerniera Bianco Nero,CHAD,uomo,sneakers,sneakers,Nero,79.9,79.9,0.0,Duelune
Sneakers CHAD Blu,CHAD,uomo,sneakers,sneakers,Blu,79.9,79.9,0.0,Duelune
Sneakers CHAD Bianco,CHAD,uomo,sneakers,sneakers,Bianco,79.9,79.9,0.0,Duelune
Sneakers GIL Blu Grigio,GIL,uomo,sneakers,sneakers,Grigio,75.9,94.9,20.0,Duelune
Sneakers GIL Nero Grigio,GIL,uomo,sneakers,sneakers,Grigio,75.9,94.9,20.0,Duelune
Sneakers CONNOR Nero Verde,CONNOR,uomo,sneakers,sneakers,Verde,94.9,94.9,0.0,Duelune
Sneakers COLIN Nero Bianco,COLIN,uomo,sneakers,sneakers,Bianco,84.9,84.9,0.0,Duelune
Sneakers COLIN Bianco Blu,COLIN,uomo,sneakers,sneakers,Blu,84.9,84.9,0.0,Duelune
Sneakers COLIN Bianco Nero,COLIN,uomo,sneakers,sneakers,Nero,84.9,84.9,0.0,Duelune
Sneakers THOMAS Ocra,THOMAS,uomo,sneakers,sneakers,Ocra,94.9,94.9,0.0,Duelune
Sneakers THOMAS Blu Arancio Ghiaccio,THOMAS,uomo,sneakers,sneakers,Ghiaccio,94.9,94.9,0.0,Duelune
Sneakers THOMAS Bianco Nero Rosso,THOMAS,uomo,sneakers,sneakers,Rosso,94.9,94.9,0.0,Duelune
Sneakers THOMAS Bianco Ghiaccio Blu,THOMAS,uomo,sneakers,sneakers,Blu,94.9,94.9,0.0,Duelune
Sneakers THOMAS Blu,THOMAS,uomo,sneakers,sneakers,Blu,94.9,94.9,0.0,Duelune
Sneakers Barca URONALD Marrone,Barca,uomo,sneakers,sneakers,Marrone,94.9,94.9,0.0,Duelune
Sneakers Barca URONALD Blu,Barca,uomo,sneakers,sneakers,Blu,94.9,94.9,0.0,Duelune
Sneakers SEBASTIAN Blu,SEBASTIAN,uomo,sneakers,sneakers,Blu,80.0,99.9,20.0,Duelune
Sneakers SEBASTIAN Taupe,SEBASTIAN,uomo,sneakers,sneakers,Taupe,80.0,99.9,20.0,Duelune
Sneakers SEBASTIAN Ingrassato Nero,SEBASTIAN,uomo,sneakers,sneakers,Nero,80.0,99.9,20.0,Duelune
Sneakers SEBASTIAN Bordeaux Nero Blu,SEBASTIAN,uomo,sneakers,sneakers,Blu,80.0,99.9,20.0,Duelune
Sneakers LEE Nero,LEE,uomo,sneakers,sneakers,Nero,45.0,79.9,44.0,Duelune
Sneaker MAISON Nero,MAISON,uomo,sneakers,sneaker,Nero,80.0,99.9,20.0,Duelune
Sneaker MAISON Nero Bordeaux,MAISON,uomo,sneakers,sneaker,Bordeaux,80.0,99.9,20.0,Duelune
Sneakers CARL Bianco Nero,CARL,uomo,sneakers,sneakers,Nero,45.0,79.9,44.0,Duelune
Sneakers KEITH Celeste Bianco,KEITH,uomo,sneakers,sneakers,Bianco,65.0,99.9,35.0,Duelune
Sneakers KEITH Verde Giallo,KEITH,uomo,sneakers,sneakers,Giallo,65.0,99.9,35.0,Duelune
Sneakers EVANS Bianco Rosso,EVANS,uomo,sneakers,sneakers,Rosso,40.0,89.9,56.0,Duelune
Sneakers EVANS Bianco Blu,EVANS,uomo,sneakers,sneakers,Blu,40.0,89.9,56.0,Duelune
Sneakers SETH Nero,SETH,uomo,sneakers,sneakers,Nero,35.0,79.9,56.0,Duelune
Sneakers TIM Nero,TIM,uomo,sneakers,sneakers,Nero,35.0,79.9,56.0,Duelune
Stivaletto Chelsea GABRIEL Nero,Chelsea,uomo,stivaletti,stivaletto,Nero,114.9,114.9,0.0,Duelune
Stivaletto Chelsea GABRIEL Blu,Chelsea,uomo,stivaletti,stivaletto,Blu,114.9,114.9,0.0,Duelune
Stivaletto ASTON Nero,ASTON,uomo,stivaletti,stivaletto,Nero,104.9,104.9,0.0,Duelune
Stivaletto ASTON Testa di Moro,ASTON,uomo,stivaletti,stivaletto,Moro,104.9,104.9,0.0,Duelune
Stivaletto Anfibio RUPERT Nero,Anfibio,uomo,stivaletti,stivaletto,Nero,104.9,104.9,0.0,Duelune
Stivaletto Chelsea JUSTIN Nero,Chelsea,uomo,stivaletti,stivaletto,Nero,114.9,114.9,0.0,Duelune
Stivaletto Chelsea JUSTIN Testa di Moro,Chelsea,uomo,stivaletti,stivaletto,Moro,114.9,114.9,0.0,Duelune
Stivaletto NOAH Bordeaux Blu,NOAH,uomo,stivaletti,stivaletto,Blu,129.9,129.9,0.0,Duelune
Stivaletto NOAH Suede Testa di Moro,NOAH,uomo,stivaletti,stivaletto,Moro,129.9,129.9,0.0,Duelune
Stivaletto Chelsea JUSTIN Blu Marrone Bordeaux,Chelsea,uomo,stivaletti,stivaletto,Bordeaux,114.9,114.9,0.0,Duelune
Scarponcino Anfibio BRAD Nero,Anfibio,uomo,stivaletti,scarponcino,Nero,99.9,99.9,0.0,Duelune
Stivaletto Chelsea ELVIS Nero,Chelsea,uomo,stivaletti,stivaletto,Nero,84.9,84.9,0.0,Duelune
Stivaletto GERRY Suede Testa di Moro,GERRY,uomo,stivaletti,stivaletto,Moro,80.0,104.9,24.0,Duelune
Stivaletto GERRY Suede Verde,GERRY,uomo,stivaletti,stivaletto,Verde,80.0,104.9,24.0,Duelune
Stivaletto DYLAN Grigio,DYLAN,uomo,stivaletti,stivaletto,Grigio,75.0,109.9,32.0,Duelune
Stivaletto Chelsea RASS Nero,Chelsea,uomo,stivaletti,stivaletto,Nero,119.9,119.9,0.0,Duelune
Stivaletto Chelsea RASS Cuoio,Chelsea,uomo,stivaletti,stivaletto,Cuoio,119.9,119.9,0.0,Duelune
Stivaletto Chelsea ELVIS Abrasivato Bordeaux,Chelsea,uomo,stivaletti,stivaletto,Bordeaux,55.0,84.9,35.0,Duelune
Scarponcino DEXTER Marrone,DEXTER,uomo,stivaletti,scarponcino,Marrone,60.0,89.9,33.0,Duelune
Scarponcino M302 Nabuck Blu,M302,uomo,stivaletti,scarponcino,Blu,62.9,89.9,30.0,Duelune
Scarponcino M302 Grigio,M302,uomo,stivaletti,scarponcino,Grigio,62.9,89.9,30.0,Duelune
Scarponcino M302 Nabuck Giallo,M302,uomo,stivaletti,scarponcino,Giallo,62.9,89.9,30.0,Duelune
Stringata Derby GARY Abrasivato Blu,Derby,uomo,stringate,stringata,Blu,124.0,124.0,0.0,Duelune
Stringata Derby GARY Abrasivato Nero,Derby,uomo,stringate,stringata,Nero,124.0,124.0,0.0,Duelune
Stringata Oxford GERARD Abrasivato Nero,Oxford,uomo,stringate,stringata,Nero,104.9,104.9,0.0,Duelune
Stringata Oxford GERARD Abrasivato Blu,Oxford,uomo,stringate,stringata,Blu,104.9,104.9,0.0,Duelune
Stringata Oxford GERARD Abrasivato Bordeaux,Oxford,uomo,stringate,stringata,Bordeaux,104.9,104.9,0.0,Duelune
Stringata Oxford JOSEPH Vernice Nero,Oxford,uomo,stringate,stringata,Nero,114.9,114.9,0.0,Duelune
Stringata Oxford Goodyear Welted 1.010 Abrasivato Nero,Oxford,uomo,stringate,stringata,Nero,179.9,179.9,0.0,Duelune
Stringata Oxford Goodyear Welted 6.020 Abrasivato Nero,Oxford,uomo,stringate,stringata,Nero,159.9,159.9,0.0,Duelune
Stringata Oxford Goodyear Welted 1.010 Abrasivato Bordeaux,Oxford,uomo,stringate,stringata,Bordeaux,179.9,179.9,0.0,Duelune
Stringata Derby CHESTER Cuoio,Derby,uomo,stringate,stringata,Cuoio,124.0,124.0,0.0,Duelune
Stringata Derby Brogue MEL Nero,Derby,uomo,stringate,stringata,Nero,89.9,89.9,0.0,Duelune
Stringata Oxford Brogue MANUEL Nabuck Blu,Oxford,uomo,stringate,stringata,Blu,99.9,99.9,0.0,Duelune
Stringata Oxford Brogue MANUEL Bordeaux Blu,Oxford,uomo,stringate,stringata,Blu,99.9,99.9,0.0,Duelune
Stringata Oxford Brogue MANUEL Nabuck Tortora,Oxford,uomo,stringate,stringata,Tortora,99.9,99.9,0.0,Duelune
Stringata Oxford Brogue MANUEL Marrone Blu,Oxford,uomo,stringate,stringata,Blu,99.9,99.9,0.0,Duelune
Stringata Oxford Brogue DAMIAN Beige Blu,Oxford,uomo,stringate,stringata,Blu,80.0,104.9,24.0,Duelune
Stringata Oxford Brogue HUGO Nabuk Beige,Oxford,uomo,stringate,stringata,Beige,60.0,89.9,33.0,Duelune
Mocassino Penny HUNTER Nero,Penny,uomo,mocassini-slipon,mocassino,Nero,104.9,104.9,0.0,Duelune
Mocassino Barca HOWARD Cuoio,Barca,uomo,mocassini-slipon,mocassino,Cuoio,94.9,94.9,0.0,Duelune
Mocassino Penny FRANK Abrasivato Petrolio,Penny,uomo,mocassini-slipon,mocassino,Petrolio,109.9,109.9,0.0,Duelune
Mocassino Penny FRANK Abrasivato Nero,Penny,uomo,mocassini-slipon,mocassino,Nero,109.9,109.9,0.0,Duelune
Mocassino Penny FRANK Abrasivato Bordeaux,Penny,uomo,mocassini-slipon,mocassino,Bordeaux,109.9,109.9,0.0,Duelune
Mocassino Penny FRANK Abrasivato Blu,Penny,uomo,mocassini-slipon,mocassino,Blu,109.9,109.9,0.0,Duelune
Mocassino Penny LUKE Suede Ruggine,Penny,uomo,mocassini-slipon,mocassino,Ruggine,104.9,104.9,0.0,Duelune
Mocassino Penny LUKE Suede Tortora,Penny,uomo,mocassini-slipon,mocassino,Tortora,104.9,104.9,0.0,Duelune
Mocassino Doppia Fibbia BRYCE Ingrassato Blu,Doppia,uomo,mocassini-slipon,mocassino,Blu,119.9,119.9,0.0,Duelune
Mocassino con Moschettone KEN Nero,con,uomo,mocassini-slipon,mocassino,Nero,124.9,124.9,0.0,Duelune
Mocassino Doppia Fibbia BRYCE Ingrassato Testa di Moro,Doppia,uomo,mocassini-slipon,mocassino,Moro,119.9,119.9,0.0,Duelune
Mocassino Tassel SMITH Nabuck Blu,Tassel,uomo,mocassini-slipon,mocassino,Blu,114.9,114.9,0.0,Duelune
Mocassino Tassel SMITH Abrasivato Nero,Tassel,uomo,mocassini-slipon,mocassino,Nero,114.9,114.9,0.0,Duelune
Mocassino DONALD Blu,DONALD,uomo,mocassini-slipon,mocassino,Blu,80.0,104.9,24.0,Duelune
Mocassino Barca HOWARD Testa di Moro,Barca,uomo,mocassini-slipon,mocassino,Moro,94.9,94.9,0.0,Duelune
Mocassino Tassel SMITH Cuoio,Tassel,uomo,mocassini-slipon,mocassino,Cuoio,114.9,114.9,0.0,Duelune
Mocassino DONALD Cuoio,DONALD,uomo,mocassini-slipon,mocassino,Cuoio,80.0,104.9,24.0,Duelune
Sneakers Mocassino FLYNN Camoscio Blu,Mocassino,uomo,mocassini-slipon,sneakers,Blu,40.0,84.9,53.0,Duelune
Sneakers Mocassino FLYNN Camoscio Tabacco,Mocassino,uomo,mocassini-slipon,sneakers,Tabacco,40.0,84.9,53.0,Duelune
Mocassino ETHAN Suede Verde,ETHAN,uomo,mocassini-slipon,mocassino,Verde,69.9,69.9,0.0,Duelune
Mocassino ETHAN Suede Giallo,ETHAN,uomo,mocassini-slipon,mocassino,Giallo,69.9,69.9,0.0,Duelune
Mocassino ETHAN Vitello Blu,ETHAN,uomo,mocassini-slipon,mocassino,Blu,69.9,69.9,0.0,Duelune
Sneakers Barca URONALD Blu,Barca,uomo,mocassini-slipon,sneakers,Blu,94.9,94.9,0.0,Duelune
Espadrilla Uomo CALI Suede Tabacco,Uomo,uomo,mocassini-slipon,espadrilla,Tabacco,59.9,59.9,0.0,Duelune
Espadrilla Uomo CALI Suede Arancio,Uomo,uomo,mocassini-slipon,espadrilla,Arancio,59.9,59.9,0.0,Duelune
Espadrilla Uomo CALI Suede Avio,Uomo,uomo,mocassini-slipon,espadrilla,Avio,59.9,59.9,0.0,Duelune
Espadrilla Uomo CALI Suede Sabbia,Uomo,uomo,mocassini-slipon,espadrilla,Sabbia,59.9,59.9,0.0,Duelune
Stivaletto Desert OSCAR Camoscio Verde,Desert,uomo,polacchine,stivaletto,Verde,99.9,99.9,0.0,Duelune
Stivaletto Desert OSCAR Camoscio Cuoio,Desert,uomo,polacchine,stivaletto,Cuoio,99.9,99.9,0.0,Duelune
Stivaletto Desert OSCAR Camoscio Blu,Desert,uomo,polacchine,stivaletto,Blu,99.9,99.9,0.0,Duelune
Stivaletto Desert NATHAN Camoscio Testa di Moro,Desert,uomo,polacchine,stivaletto,Moro,69.9,69.9,0.0,Duelune
Stivaletto Desert NATHAN Camoscio Blu,Desert,uomo,polacchine,stivaletto,Blu,69.9,69.9,0.0,Duelune
Stivaletto Desert NATHAN Camoscio Nero,Desert,uomo,polacchine,stivaletto,Nero,69.9,69.9,0.0,Duelune
Stivaletto Desert NATHAN Nabuck Beige,Desert,uomo,polacchine,stivaletto,Beige,69.9,69.9,0.0,Duelune
Stivaletto Desert NATHAN Nabuck Blu,Desert,uomo,polacchine,stivaletto,Blu,69.9,69.9,0.0,Duelune
Stringata Oxford Goodyear Welted 1.010 Abrasivato Nero,Oxford,uomo,goodyear-welted,stringata,Nero,179.9,179.9,0.0,Duelune
Stringata Oxford Goodyear Welted 6.020 Abrasivato Nero,Oxford,uomo,goodyear-welted,stringata,Nero,159.9,159.9,0.0,Duelune
Stringata Oxford Goodyear Welted 1.010 Abrasivato Bordeaux,Oxford,uomo,goodyear-welted,stringata,Bordeaux,179.9,179.9,0.0,Duelune
Mocassino Doppia Fibbia BRYCE Ingrassato Blu,Doppia,uomo,doppia-fibbia,mocassino,Blu,119.9,119.9,0.0,Duelune
Mocassino Doppia Fibbia BRYCE Ingrassato Testa di Moro,Doppia,uomo,doppia-fibbia,mocassino,Moro,119.9,119.9,0.0,Duelune
Doppia Fibbia AARON Cuoio,Fibbia,uomo,doppia-fibbia,doppia,Cuoio,114.9,114.9,0.0,Duelune
Doppia Fibbia AARON Abrasivato Nero,Fibbia,uomo,doppia-fibbia,doppia,Nero,114.9,114.9,0.0,Duelune
Sandalo Ciabatta U106 Bianco,Ciabatta,uomo,sandali,sandalo,Bianco,40.0,59.9,33.0,Duelune
Sandalo Ciabatta U104 Nabuck Cuoio,Ciabatta,uomo,sandali,sandalo,Cuoio,45.0,59.9,25.0,Duelune
Sandalo Ciabatta U104 Nabuck Nero,Ciabatta,uomo,sandali,sandalo,Nero,45.0,59.9,25.0,Duelune
Sandalo Ciabatta U117 Grigio,Ciabatta,uomo,sandali,sandalo,Grigio,45.0,59.9,25.0,Duelune
Sandalo Infradito U102 Castagno,Infradito,uomo,sandali,sandalo,Castagno,45.0,59.9,25.0,Duelune
